age,sex_new,breed_new,likes_people_new,coat_new,size_new,month_found_new
11.92,1,0,0,0,1,10
13.92,0,1,0,0,0,12
9.83,0,1,0,0,1,01
10.17,0,0,0,0,0,11
10.17,0,0,0,0,2,11
10.5,0,1,0,0,2,09
11.0,0,1,0,1,2,09
11.92,1,0,0,0,1,10
9.33,0,0,0,0,2,10
10.08,0,0,0,0,1,04
9.17,0,0,0,0,0,12
10.0,1,0,0,0,1,06
10.5,1,0,0,0,1,12
19.0,1,1,0,1,0,11
11.33,1,0,0,0,1,04
9.75,1,0,0,0,0,10
11.0,1,1,0,3,1,02
10.5,0,1,0,3,1,04
11.0,1,0,0,1,2,06
11.33,0,0,0,0,1,02
10.42,1,0,0,0,1,09
11.0,1,0,0,0,2,11
10.0,1,0,0,0,1,03
9.17,1,0,0,0,1,11
12.92,0,0,0,0,1,10
11.0,1,1,0,0,0,05
9.75,1,0,0,1,1,05
10.08,0,0,0,0,1,10
10.25,1,0,0,0,0,12
9.92,0,1,0,2,1,10
9.5,1,0,0,1,1,11
14.08,0,1,0,1,1,10
19.08,1,0,0,1,2,03
12.08,0,0,0,0,1,09
15.08,0,1,0,0,2,03
12.08,0,0,0,0,2,03
15.08,0,1,0,2,1,04
13.92,0,1,0,0,2,12
12.08,0,0,0,0,2,09
11.08,0,1,0,3,1,11
14.08,1,1,0,1,2,11
12.08,0,1,0,0,0,03
12.08,0,1,0,0,2,06
12.25,0,1,0,0,2,09
10.08,0,1,0,0,2,10
14.08,0,1,0,0,2,10
9.33,1,1,0,0,1,10
9.5,0,1,0,0,1,10
9.33,0,0,0,0,2,10
10.33,1,0,0,0,1,10
10.92,0,1,0,0,0,10
9.33,1,0,0,0,1,10
9.33,0,1,0,0,1,10
10.33,1,0,0,0,1,10
10.17,1,0,0,0,1,10
9.58,0,1,0,0,0,10
10.33,1,1,0,0,1,10
10.17,1,1,0,0,1,10
19.67,1,1,0,2,2,10
9.25,0,0,0,0,1,10
11.33,0,1,0,0,1,10
11.67,1,0,0,0,1,10
11.17,0,0,0,0,1,05
10.33,1,0,0,1,1,05
10.33,0,0,0,0,1,05
16.33,0,0,0,1,1,09
10.17,1,1,0,1,0,02
9.83,0,0,0,3,1,07
9.58,1,0,0,1,1,10
9.5,0,0,0,0,1,07
10.33,1,0,0,0,1,05
12.92,0,0,0,0,1,05
10.33,1,0,0,0,0,05
13.58,0,1,0,0,0,05
10.58,1,0,0,0,2,05
10.42,1,0,0,0,2,05
10.67,1,1,0,3,1,06
11.25,0,0,0,0,1,05
14.25,1,1,0,0,1,05
11.25,1,0,0,0,1,05
9.75,1,0,0,0,1,05
10.33,0,1,0,0,1,05
9.67,1,0,0,0,1,05
9.67,1,0,0,0,1,05
10.25,0,1,0,2,2,05
10.92,0,1,0,0,2,08
9.75,1,0,0,0,1,05
10.92,0,1,0,0,2,02
11.33,1,0,0,0,0,04
10.75,0,1,0,0,0,08
17.25,0,0,0,1,1,08
11.92,0,0,0,3,1,05
10.92,1,0,0,0,1,02
11.92,1,0,0,1,2,05
11.25,0,0,0,0,1,09
11.92,0,0,0,0,1,05
16.25,0,1,0,0,0,08
10.92,1,1,0,0,2,06
15.92,0,1,0,2,2,03
11.25,0,1,0,0,1,08
12.92,1,0,0,3,1,07
17.25,0,1,0,0,1,08
10.33,1,0,0,0,1,07
10.08,1,0,0,0,1,02
10.92,1,0,0,2,1,02
11.33,0,0,0,3,1,09
10.33,0,0,0,0,1,02
10.33,1,0,0,0,1,02
10.33,1,0,0,0,1,02
9.83,1,0,0,0,1,05
12.33,0,1,0,0,2,02
10.58,0,0,0,0,1,05
10.0,0,0,0,3,1,06
10.33,1,0,0,0,0,06
10.25,0,0,0,1,2,06
9.75,1,1,0,1,1,07
11.33,1,1,0,1,1,06
15.5,0,1,0,2,2,06
10.58,0,1,0,1,1,07
14.33,0,0,0,1,1,10
11.33,1,0,0,0,0,10
14.75,1,1,0,0,1,05
16.5,0,1,0,1,2,11
11.42,0,0,0,1,2,06
10.42,0,0,0,3,1,06
10.17,0,1,0,0,1,06
10.83,0,0,0,0,0,06
16.92,0,1,0,1,1,01
11.67,0,1,0,2,0,03
11.67,0,1,0,2,1,02
10.08,1,0,0,0,1,12
13.5,0,0,0,0,1,07
10.83,1,0,0,0,2,01
11.92,0,0,0,3,1,01
11.92,0,1,0,0,1,01
17.92,1,0,0,0,1,01
17.58,0,0,0,3,2,11
11.92,1,0,0,1,1,01
10.92,0,1,0,0,1,12
11.92,1,1,0,0,0,01
11.5,0,0,0,1,1,02
11.92,1,0,0,0,1,01
17.58,0,0,1,0,1,07
10.92,1,0,0,0,2,11
16.92,0,1,0,0,1,01
11.17,1,0,0,0,1,10
13.92,0,1,0,1,2,01
11.75,1,1,0,0,1,03
11.33,1,1,0,0,1,11
17.92,1,1,0,0,0,01
11.67,1,0,0,0,1,01
17.92,1,0,0,0,2,01
12.75,1,1,0,1,1,01
19.92,0,0,0,0,0,01
12.92,0,0,0,1,1,01
11.75,1,0,0,0,1,03
18.5,0,0,0,0,2,01
14.75,0,1,0,0,1,01
11.75,0,0,0,1,1,03
11.33,0,0,0,0,1,01
10.5,1,1,0,0,1,02
12.67,0,1,0,3,0,03
13.92,0,1,0,0,2,06
11.92,0,1,0,1,2,11
11.83,0,1,0,1,2,05
11.08,1,1,0,0,1,10
19.17,0,0,0,3,1,01
13.92,0,0,0,0,2,07
14.92,0,1,0,0,2,11
11.92,1,0,0,0,1,09
13.92,0,1,0,0,2,11
10.0,1,1,0,1,1,11
10.17,0,1,0,0,1,01
10.67,0,0,0,0,2,11
16.92,0,0,0,0,2,07
10.25,1,1,0,0,1,11
14.92,0,0,0,0,2,03
16.42,0,0,0,0,1,10
13.92,1,1,0,0,2,01
14.92,0,1,0,0,1,12
12.92,0,0,0,0,2,01
16.92,0,1,0,1,1,06
16.17,0,1,0,0,1,07
15.92,0,1,0,0,1,02
12.42,0,1,0,0,1,07
11.25,1,1,0,3,0,08
11.5,0,1,0,1,2,08
12.25,0,1,0,3,1,08
21.92,0,1,0,0,1,01
12.92,0,1,0,0,2,07
12.92,1,1,0,0,1,05
14.5,0,1,0,0,1,07
11.75,0,0,0,0,1,10
12.67,1,1,0,0,2,04
12.92,1,1,0,0,1,12
13.92,0,1,0,1,0,04
13.92,1,0,0,0,2,03
12.92,0,0,0,0,1,12
13.08,0,1,0,1,1,11
18.83,0,0,0,2,2,07
12.92,0,1,0,0,1,12
14.5,0,1,0,0,1,05
15.92,0,1,0,0,1,06
14.92,1,1,0,0,1,04
18.83,0,0,0,0,1,01
12.5,0,0,0,0,1,12
12.0,1,0,0,0,1,12
13.33,1,1,0,1,2,11
15.5,0,1,0,0,1,05
13.92,1,0,0,1,1,03
20.0,0,0,0,0,1,11
14.92,1,0,0,0,1,01
17.42,1,0,0,0,1,06
15.42,0,0,0,0,1,06
16.33,0,1,0,0,1,07
12.83,1,0,0,0,1,03
19.5,1,1,0,1,1,06
12.58,0,1,1,0,1,09
17.33,1,0,0,0,1,08
12.92,0,1,0,1,1,06
13.92,0,0,0,1,1,05
17.42,0,1,0,0,2,06
19.92,0,0,0,0,1,08
17.42,0,0,0,0,1,06
13.92,0,1,0,0,0,08
13.92,0,0,0,0,1,09
12.92,1,1,1,1,1,02
15.25,1,0,0,1,1,09
16.25,0,1,0,0,2,09
15.25,0,1,0,0,2,09
15.67,1,1,0,0,1,04
14.0,0,1,0,0,1,09
18.92,1,0,0,0,1,05
16.25,0,0,0,0,1,08
19.42,0,1,0,0,2,06
14.58,0,0,0,0,2,05
16.67,0,1,0,0,1,04
16.67,0,1,0,0,1,04
19.67,0,1,0,1,1,04
12.92,1,1,0,0,1,04
13.0,0,1,0,0,1,02
14.67,0,1,0,0,1,04
16.67,0,1,0,0,2,04
13.92,0,1,0,0,1,04
13.25,1,0,0,1,1,05
14.67,0,1,0,0,0,04
13.67,0,0,0,1,2,04
14.67,1,1,0,0,2,07
13.67,0,1,0,0,0,04
14.5,0,1,0,0,1,07
13.17,1,1,0,0,1,12
19.67,1,0,0,2,2,04
17.67,0,1,0,0,1,04
13.67,1,1,0,0,1,04
15.67,1,1,0,1,2,04
13.75,0,1,0,0,1,06
13.75,0,1,0,1,1,01
16.92,0,0,0,0,1,12
16.08,0,1,0,0,1,04
