principal_component_1,principal_component_2,class
-1.089143181,-2.662014248,0
0.787713099,-2.134308627,2
0.9310494,-5.218578511,2
1.026361543,-3.116044915,2
0.063003434,-3.381621337,0
-1.440678898,-3.797954682,0
4.860820502,-2.048365056,2
3.767662866,-4.426531113,2
0.242454126,-3.331282363,0
1.458180659,-2.986703927,2
6.738226777,-1.529311006,2
-0.73384013,-3.603963348,0
3.273729602,-2.49916543,2
1.035146774,-3.101523427,2
1.029105209,-3.117958495,2
0.998602836,-3.125192234,2
0.95203656,-3.139204608,2
-0.175092427,-3.449929023,0
-0.680759123,-3.571955333,0
-0.169050862,-3.433493955,0
-0.656771481,-3.582717234,0
0.15160098,-3.347767315,0
-0.736583796,-3.602049768,0
-0.725054899,-3.58944186,0
-0.725054899,-3.58944186,0
4.002289748,-2.283548046,2
4.005033415,-2.285461626,2
-0.678015457,-3.573868913,0
-0.725054899,-3.58944186,0
0.414714468,-4.309791134,0
0.785522015,-3.18243902,2
5.851937317,-1.773641315,2
0.071788665,-3.367099849,0
-1.048445739,-3.687154769,0
-1.20947762,-3.720316491,0
5.851937317,-1.773641315,2
2.075573531,-2.814700891,2
-0.332821741,-3.478641947,0
-0.606736226,-5.643380241,0
2.95307776,-2.58489207,2
-0.653470995,-4.605760989,0
-0.205422069,-4.47988059,0
-0.221101883,-4.485071572,0
-0.591608995,-4.588145285,0
5.824178611,-1.782788634,2
1.594017514,-0.886593024,2
0.761232288,-5.266261721,2
0.331604255,-4.347472315,0
1.085182029,-5.162186434,2
0.082536317,-5.449518084,0
-1.648143031,-0.741726199,0
-0.06422092,-4.444492925,0
-2.171977408,5.351441968,1
0.444787296,-1.191617342,2
-0.96430719,-5.739349392,0
-0.007843664,-5.464442464,0
6.426365899,7.719770649,1
-1.643684034,1.344322446,0
0.746287757,2.0049861,1
1.78590088,5.401161035,1
-0.928496406,5.676253925,1
4.774843585,-4.145028736,2
-2.171545275,1.199109513,0
3.698346056,-4.453959507,2
2.684096502,6.672165509,1
2.926044366,-4.666801191,2
0.858913978,6.181971248,1
4.042431435,7.046628265,1
-1.193796741,5.619061147,1
-2.496050186,3.186470602,1
-0.202125821,-5.531838144,0
5.008656832,1.10730673,1
-3.938519,4.85030262,0
-2.293164434,4.27609165,1
-0.537551113,-0.439340992,2
-0.148059034,-1.368019902,2
-1.21076234,0.414967889,0
-1.838518773,2.32697074,1
-1.06896075,2.541726003,1
-2.542789192,4.195176056,1
0.280841099,0.827344897,1
-2.739630792,2.080597674,0
0.322872369,0.847186544,1
-1.650458168,4.455941433,1
-2.446740243,3.198569397,1
-2.542789192,4.195176056,1
-0.06410047,-1.342204444,2
2.203879566,1.36747524,1
1.372204807,4.250819049,1
0.832989987,2.028887978,1
7.550921235,-3.394802043,2
-2.079358301,2.260576634,0
-0.043055296,5.932449957,1
1.765288903,3.308360836,1
7.053562367,-3.532781236,2
8.739439057,-3.068022497,2
6.381384779,4.594752295,1
3.174559722,-2.514711448,2
-2.680985623,2.098566385,0
4.011495865,1.857540324,1
6.519663799,-3.665515438,2
6.803941846,-3.584783031,2
-2.424466282,2.170151473,0
-0.992365267,2.561411545,1
-2.212626807,2.222662382,0
-1.736432497,1.31788535,0
-2.051599594,2.269723953,1
-1.07530275,1.501012535,1
-1.767318959,1.309063958,0
-0.729635868,1.597800074,1
5.081399246,3.200080001,1
4.143786665,-1.20998213,2
-1.038931543,2.54739917,1
-1.460082425,1.387244494,1
5.877980693,-3.85245622,2
-2.303965431,1.149329537,0
-1.201977109,0.429489377,0
0.159781348,1.841804455,1
-1.78574244,1.305786555,0
3.62354532,-3.43728737,2
-0.707534637,1.592099978,1
-0.850571567,-3.633538393,0
-0.513086068,-0.419628522,2
-2.325682573,1.156617285,0
3.110684036,-4.617075224,2
-1.683656163,0.296701165,0
-0.806320427,1.578141613,1
-2.461694745,1.120616613,0
5.072614015,3.185558513,1
0.559680364,-5.3109006,2
-0.850571567,-3.633538393,0
-0.881931195,-3.643920357,0
-2.461694745,1.120616613,0
-1.689866221,1.331897724,0
4.363077544,-2.187931903,2
-1.772251122,-0.778545259,0
-1.216071767,-2.686707585,0
-2.139633064,0.159447504,0
2.908358757,1.564967807,1
-0.970648125,2.554123796,1
-1.446285615,2.437770653,1
-1.714158536,0.289467426,0
-1.321627022,0.397053186,0
2.908358757,1.564967807,1
-1.52537003,-0.695716086,0
-1.347324507,0.387618787,0
-1.500352402,-1.726047589,0
-1.695182473,-0.757299145,0
0.639444636,-1.137647958,2
0.001495214,2.834221707,1
1.481745074,1.169880576,1
-1.380017963,-0.667745346,0
6.395305642,-0.600519571,2
-3.863895663,4.870248161,0
1.22337846,-3.065576763,2
1.220634794,-3.063663183,2
-1.454342946,-0.69090504,0
0.43184856,-0.157329501,2
-3.879575477,4.865057179,0
6.480598033,0.470278055,2
-2.232381527,0.133010408,0
3.633789497,0.710604918,2
0.237575309,-0.209711233,2
2.87160346,0.516993519,2
3.148208267,-2.529362113,2
-1.163468163,-2.685173941,0
-1.89219939,-0.807767297,0
5.721532927,1.288819334,1
-1.207461854,-0.608075866,0
3.794091397,2.830428291,1
3.418524418,-1.407250867,2
-1.686397242,-0.742777658,0
0.256551372,-1.256477804,2
-0.320267095,-4.51451744,0
4.147385,-0.167355082,2
-2.541931937,4.198324281,1
1.250411853,-0.983667642,2
-1.042960994,-2.649589526,0
-0.444802651,-0.412903896,2
-1.015929682,-1.595172958,2
-1.789768238,4.401592112,1
-0.906948822,-2.613588854,0
1.064923833,-1.021527886,2
9.670457491,2.37564854,1
3.585038962,-1.364016455,2
0.61515699,-2.193978106,2
6.715952816,-0.500893082,2
8.685934823,1.067315892,1
0.462129095,-4.307644483,0
3.499193988,-1.384770108,2
-1.015929682,-1.595172958,2
0.142263166,-2.31224483,0
4.296028647,-1.177442046,2
-0.298165864,-4.520217536,0
-1.193796741,5.619061147,1
6.433082019,-0.587128835,2
-1.282710321,-1.675999086,2
1.798915379,-4.977525605,2
4.508734283,-1.106768964,2
0.154342058,-2.308288492,0
7.695543321,-1.280169651,2
-0.028710375,-4.441527886,0
2.499159999,-3.749925365,2
0.603251892,6.113534385,1
0.498116212,-3.2628455,2
1.171158946,-3.065522754,2
0.035244728,-3.390768656,0
-0.028710375,-4.441527886,0
-0.393657993,-4.544741052,0
-1.730265814,4.422709049,1
3.39234828,-3.486011763,2
-0.407146723,-3.50180164,0
3.253038209,-3.540361083,2
9.01146972,-1.9396148,2
-0.028710375,-4.441527886,0
0.736214661,-4.235930218,0
1.560819518,-5.045833291,2
6.081250535,-2.76124752,2
3.237358395,-3.545552066,2
0.492631467,-4.300410743,0
8.300474275,8.220476052,1
-0.12560869,4.8736386,1
-2.305245914,5.313527715,1
3.65259448,1.756862376,1
1.793607017,1.254985577,1
0.288338465,-5.384528445,2
8.476882389,-3.127128854,2
1.931631303,-3.889567379,2
-0.616072975,4.726328901,1
1.272265175,1.113868435,1
-1.395949924,1.401386046,1
4.161049048,-3.274404725,2
2.942630544,0.521804565,2
-1.374962764,3.480759949,1
-0.92519592,4.653210169,1
6.531491609,7.746949929,1
6.561993981,7.754183669,1
-1.9367499,2.290460954,1
1.970186769,-0.782571745,2
1.81733886,-4.974248203,2
1.468376794,5.315108468,1
-1.9367499,2.290460954,1
9.409738125,-2.868786171,2
9.486422684,-2.84912771,2
3.656239841,6.952263419,1
0.789849315,4.080220479,1
6.813028578,6.788203513,1
4.435687196,-4.252734433,2
-1.590784663,2.38403434,1
0.461449237,-5.347410386,2
0.873130609,2.024877632,1
-2.132694042,5.344283397,1
3.208915163,-4.580565438,2
6.615882305,3.620432932,1
-1.759434359,5.460457478,1
-0.662082431,3.691186351,1
0.525149606,-1.180936379,2
1.090061911,1.050429092,1
2.083753899,2.37487088,1
1.387278694,0.096873658,2
1.890377041,-1.843296682,2
-0.733104847,3.672475456,1
1.970491442,0.270620453,2
2.653594129,6.664931769,1
-1.063223858,1.504968872,1
-1.550944477,1.355745593,0
4.708996819,3.087054144,1
-0.874430684,0.505885511,1
6.858309069,1.603313612,1
1.124165205,1.058897476,1
-1.565767036,1.353702836,0
1.142840832,-1.012147495,2
1.139544583,0.039810058,2
4.983639205,2.137638234,1
-1.037521705,1.500503422,1
2.770201709,2.551944962,1
-0.080889686,0.723778723,1
-1.325655409,4.534251146,1
-0.061356804,-1.344118023,2
-0.831894874,3.629603292,1
0.417578584,-1.209416232,2
2.14677441,5.501578984,1
-2.498966582,4.21110201,1
0.599477176,-2.199169088,2
-1.634225771,3.411088441,1
1.481007203,-5.065165825,2
-0.73456803,-0.489809143,2
0.037985806,-2.351289833,0
-0.73456803,-0.489809143,2
1.21240897,-5.140707249,2
-2.038836177,3.299546344,1
-1.634225771,3.411088441,1
2.365459361,0.364492838,2
2.654702467,-4.740429036,2
-0.878461151,3.615590917,1
0.136947979,4.932744957,1
-0.130067686,2.787589956,1
1.842357552,3.32960695,1
-0.704790971,1.590186398,1
-0.354975252,0.652064458,1
2.974802791,5.729528234,1
0.128719568,3.897093294,1
-0.387996865,3.762900616,1
-0.82585331,3.64603836,1
0.295234113,3.940327706,1
0.274246952,1.860953803,1
-0.007290017,2.819700219,1
2.371933058,-3.771404549,2
2.891688925,-2.600947201,2
10.40359861,-2.595976009,2
-0.634321138,2.658941268,1
1.524449376,3.24196673,1
0.038162189,4.918786592,1
-1.927964669,2.304982442,1
7.345900333,-1.364765539,2
2.227991895,4.487915619,1
5.120633505,-1.987345119,2
3.220950681,-0.436588843,2
2.740173322,4.627937569,1
-0.452425134,2.710580815,1
0.885041008,3.080465595,1
4.118041138,2.934503578,1
4.595990161,7.201275597,1
1.255848555,4.207817708,1
2.987765192,5.735263786,1
0.209088703,2.895295653,1
1.778657184,-0.836867057,2
1.399237136,-3.001458486,2
-0.652444182,3.679942266,1
1.922726687,2.327809308,1
3.927964766,-2.306707739,2
3.736432594,-1.319610648,2
-1.337561571,3.507576981,1
1.39704864,-5.090981282,2
0.690767757,3.028083864,1
5.575279165,-3.936466029,2
-0.707534637,1.592099978,1
-0.122139711,2.798963218,1
1.703051719,3.304171428,1
1.076396798,-5.176707922,2
2.280594434,-4.844737394,2
2.039754906,-4.911131499,2
5.575279165,-3.936466029,2
2.926044366,-4.666801191,2
4.614664723,-4.203956032,2
2.357663082,-4.82349128,2
1.48375087,-5.067079404,2
-0.06410047,-1.342204444,2
-1.36562495,2.445237463,1
11.83985054,-2.212132863,2
6.585676716,-3.65531666,2
8.465353492,-3.139736762,2
1.965429924,-4.934291193,2
0.834577223,-0.054625449,2
-1.449026694,1.39829183,1
3.892146141,-4.403138348,2
7.480278241,-3.398025436,2
3.487535736,-4.514680446,2
2.601246276,-4.759010754,2
2.203525785,-4.865983508,2
5.553562024,-3.929178281,2
1.39704864,-5.090981282,2
6.54138094,-3.672803187,2
1.39704864,-5.090981282,2
3.518038108,-4.507446706,2
7.51352428,-3.392705276,2
2.357663082,-4.82349128,2
4.639129768,-4.184243562,2
6.416897665,-3.696195951,2
2.376086563,-4.820213878,2
7.504739049,-3.407226764,2
4.466573658,-4.243913041,2
3.487535736,-4.514680446,2
6.461193441,-3.678709425,2
4.306401114,-3.246433985,2
5.624205018,-3.925954887,2
6.54138094,-3.672803187,2
5.411508287,-3.981614021,2
5.578022832,-3.938379609,2
0.574459548,-1.168837585,2
2.15349053,-2.8053205,2
10.14463603,-1.641369117,2
6.54138094,-3.672803187,2
5.411508287,-3.981614021,2
3.657348179,-4.453097386,2
4.620706288,-4.187520964,2
4.611921057,-4.202042452,2
3.232347881,4.75262992,1
-1.479913156,1.389470438,1
7.996791636,3.990756165,1
2.842085803,-4.692616649,2
1.386421438,0.093725433,2
0.237575309,-0.209711233,2
1.820256321,3.335307045,1
3.666986428,-4.464341472,2
4.623449954,-4.189434544,2
1.199824015,2.127039339,1
3.068829149,2.633159554,1
-1.257497109,1.452587141,1
-0.76532255,1.577279492,1
-0.271137139,-2.424408565,0
4.152144432,2.942971963,1
-0.923909119,1.545418343,1
4.344610689,1.948810953,1
3.434756814,-2.452103859,2
6.964292854,3.715306891,1
2.542774902,3.534489362,1
-1.402844507,1.410716551,1
-0.923909119,1.545418343,1
0.181498489,1.834516707,1
3.847427138,-0.253278472,2
3.193364705,-1.46845399,2
-1.526095342,1.377045716,1
-0.630290671,-0.450764139,2
-0.811636679,-0.511055257,2
-1.346092067,0.377340716,0
0.992006101,-1.050190925,2
-1.194698436,0.421746524,0
2.371328195,1.403645734,1
-0.808893013,-0.512968837,2
-0.568053486,-0.446574731,2
-0.808893013,-0.512968837,2
-0.516002465,0.605002886,1
-0.811636679,-0.511055257,2
-0.811636679,-0.511055257,2
-0.811636679,-0.511055257,2
0.483899581,0.894248116,1
-0.237209162,-0.351829949,2
0.713212799,-0.093358089,2
1.682612472,0.188653401,2
0.719254364,-0.076923021,2
0.688751991,-0.084156761,2
1.00682866,-1.048148168,2
4.591110279,0.988660071,1
0.456140875,0.885100797,1
1.46568117,1.163101941,1
1.419498984,1.150677219,1
-0.128958284,0.716415807,1
5.508286201,1.241811771,1
10.3624737,2.567597117,1
2.398536906,1.421444624,1
2.552068276,-2.695199522,2
-0.953385743,0.489701202,1
1.045390951,1.046368861,1
1.401932759,1.150548042,1
-0.441677482,0.62816258,1
3.104947145,-3.580318093,2
1.435178798,1.155868201,1
2.016753045,-0.768559371,2
5.15371105,-0.930393333,2
1.637888167,-5.024587177,2
-0.494281086,0.626628936,1
5.25810886,2.210940152,1
0.815299075,-1.102443479,2
0.530465858,0.90826049,1
0.793022526,0.967366848,1
3.946212928,-0.239320106,2
7.706344318,1.846592461,1
6.586967169,1.529685767,1
-1.737160397,4.432039555,1
0.176739057,-1.275810338,2
1.244199208,1.092921319,1
-0.910417801,-0.538913472,2
3.489296767,1.713274956,1
-0.438208503,-1.446512802,2
5.477952321,0.182946406,2
-0.648714151,-0.454041541,2
3.899951325,0.799859718,2
8.092102714,-3.240896895,2
0.159352818,-3.353949596,0
9.630316869,2.379658886,1
-0.252713658,-2.421131163,0
5.776884434,1.317353196,1
-1.734416731,4.430125975,1
1.458733242,-4.036747901,2
2.730661713,-2.648008773,2
1.458733242,-4.036747901,2
1.674555142,-2.940022292,2
5.336455404,-0.89061951,2
4.823164575,1.040532688,1
2.554511507,-3.721391502,2
2.202416382,-2.794809359,2
1.0976933,-2.05804167,2
6.604958271,-1.567225258,2
-0.861367261,2.602799949,1
2.323307641,-2.757637291,2
-0.271137139,-2.424408565,0
1.994479083,0.259858553,2
0.763804874,-3.175151272,2
4.203633965,5.029579605,1
5.559046769,-2.891613038,2
-0.373218747,-1.429223025,2
-0.373218747,-1.429223025,2
3.413946036,2.738598664,1
5.918381351,2.390919112,1
-0.373218747,-1.429223025,2
-0.373218747,-1.429223025,2
3.338459956,0.647738973,2
-0.543035858,-1.476906235,2
3.841558304,-1.292431367,2
2.371503513,-0.660464497,2
1.485214053,-0.904794806,2
1.824109389,1.262219317,1
0.309504088,4.992414437,1
0.663177544,1.967304918,1
1.419498984,1.150677219,1
1.441520798,2.196581669,1
2.527952344,3.532446605,1
0.837573037,-2.130861403,2
3.498336733,-1.387918333,2
0.535344675,-2.21331064,2
-0.543035858,-1.476906235,2
0.439481014,6.068386393,1
1.360851228,2.174100911,1
-0.859480851,2.597738144,1
4.373272613,-3.220306163,2
-0.050555807,1.782644089,1
-0.07874563,-2.380864879,0
1.080603647,-1.016336903,2
8.23878394,-2.154044137,2
-0.221827196,-2.412309771,0
3.085113826,-2.536699747,2
1.227966811,2.137774311,1
6.338496253,4.571762423,1
-0.859480851,2.597738144,1
0.588297391,4.035581601,1
3.045826223,-2.558454974,2
-0.233356093,-2.424917678,0
4.17295521,-2.247730559,2
2.190037055,-3.823044096,2
0.53607364,4.006721812,1
1.325769409,-3.021469955,2
2.718450878,-4.727875137,2
2.242088076,-2.771466479,2
5.774868668,-1.794887428,2
3.867433187,-2.319614646,2
0.47639907,-3.255557752,2
1.890933861,-2.864426858,2
2.048287991,-2.822287638,2
0.884867213,-5.231003233,2
1.273718388,-4.073047572,2
1.278729967,-3.037042901,2
1.607385795,-5.031820916,2
3.465818594,-4.507392697,2
1.317236325,-5.110313816,2
0.890351958,-4.19343799,0
-0.517282947,4.769201065,1
0.112313376,-3.369522543,0
1.208555901,-3.067619521,2
3.675771659,-4.449819984,2
2.165019427,-2.792712593,2
0.253983024,-3.318674455,0
1.14978876,4.187702346,1
0.736214661,-4.235930218,0
6.203091532,-1.680680936,2
3.760461269,2.823520479,1
2.089064849,-4.899032705,2
5.546288019,-3.935335278,2
1.218450535,-5.124272182,2
-1.202581972,5.60453966,1
-0.223544049,5.875307064,1
-0.325926093,5.846214204,1
-0.041645458,4.885554208,1
-0.748784661,3.667284473,1
3.088714748,-2.535465101,2
2.631876988,6.672219518,1
1.029279004,5.193510334,1
-1.169335933,5.609859819,1
4.616854284,7.219753422,1
-1.045701008,5.645118307,1
-1.59566348,5.50560547,1
-1.68151736,5.469837868,1
-1.193796741,5.619061147,1
1.659733648,6.392121608,1
-1.202581972,5.60453966,1
0.764279105,6.160595957,1
1.853882797,-4.950579396,2
5.486009652,3.311622098,1
1.80770061,-4.963004117,2
-1.297894115,3.502006063,1
6.615882305,3.620432932,1
-0.069406752,5.917799292,1
-0.012049449,-0.290626826,2
-1.770963256,5.44784957,1
7.41345377,0.728620738,2
1.176643691,-2.027957511,2
6.92628997,-0.441732716,2
-0.596367362,1.635714326,1
6.613138639,3.622346512,1
6.34179674,3.548718667,1
0.366990747,1.901290749,1
-0.964606561,2.570558864,1
-0.412157237,4.796380345,1
0.837573037,-2.130861403,2
4.105529048,-2.25130696,2
5.701273667,-3.904708774,2
0.345269368,1.879664699,1
6.547422505,-3.656368119,2
1.715252583,-3.965162813,2
-0.970648125,2.554123796,1
1.264633786,4.222339196,1
4.204491221,5.03272783,1
3.323764857,-4.559828438,2
3.089089932,-2.548891397,2
1.771078321,5.399118278,1
3.802876628,2.844949779,1
1.699021252,6.413876835,1
3.666986428,-4.464341472,2
-0.000520552,-0.278018918,2
2.69399007,-4.718673809,2
1.271528369,4.213008691,1
-0.455598345,5.823434446,1
0.010400895,5.951031675,1
2.239344409,-2.769552899,2
0.668662289,3.004870161,1
0.682455692,3.015122948,1
3.772374256,2.837716039,1
0.547599949,5.060722122,1
-0.084911248,3.848498079,1
0.753910241,-1.118498611,2
1.96744569,-1.822050568,2
-1.264266574,4.550306278,1
3.241385259,2.692829034,1
2.771058719,-4.697427695,2
2.552241006,-3.71791735,2
-1.591512563,5.498188544,1
8.51081143,8.279636418,1
0.259597124,0.836193218,1
0.132020054,2.874049539,1
1.256201271,1.1070898,1
4.367788933,5.07631525,1
4.19570599,5.018206342,1
6.34123992,4.569848843,1
7.791209245,7.055822693,1
3.704941269,3.846618243,1
0.694236736,0.953408482,1
1.412729519,4.248396356,1
2.518309857,3.514776892,1
-0.779843853,4.681180909,1
3.602559225,3.817525383,1
0.768004899,1.997698351,1
2.524351422,3.53121196,1
0.718697544,0.944207154,1
3.097063609,1.602475043,1
0.178754823,1.836430287,1
2.759706204,2.560040823,1
2.831206454,2.566412441,1
1.790306531,2.278029332,1
2.083922392,1.323239254,1
1.918135747,-1.834149363,2
6.203211981,1.421607545,1
3.324666552,0.637486186,2
3.856380862,-1.29038861,2
3.047280501,1.588815676,1
5.74106581,-0.779077413,2
2.50721733,-0.621249672,2
3.60877187,1.740936421,1
0.793022526,0.967366848,1
3.016778128,1.581581937,1
0.696980402,0.951494902,1
9.062783935,2.211103073,1
3.598275546,-0.332633493,2
2.352523213,0.357388276,2
4.545096585,-0.075396277,2
2.526918706,-3.740778045,2
4.173130528,-4.311840791,2
3.119592305,-2.541657658,2
1.679143493,2.263328783,1
1.280866183,3.177486205,1
-0.294139,1.718163563,1
0.569148598,6.105066001,1
1.159983829,3.155328085,1
0.304019344,3.954849194,1
1.662827443,4.330872522,1
4.098630227,-2.270890253,2
8.93902856,-0.926443896,2
3.892881424,2.873300455,1
4.080206747,-2.274167655,2
7.779559898,3.940926304,1
-0.355527835,1.702108432,1
1.712509982,5.370937423,1
7.700131673,3.923181423,1
5.309422011,-2.972528631,2
3.424737063,-3.483839829,2
-0.195048537,2.785314128,1
0.987127284,2.071380205,1
4.856239533,3.138876877,1
3.641846828,3.83928061,1
3.907703983,2.875343212,1
4.607948603,4.102943453,1
3.907703983,2.875343212,1
0.76526382,0.958219528,1
-0.239344313,2.767827601,1
0.023769176,1.805803783,1
7.510959077,4.906777282,1
0.110471405,1.829705661,1
5.727322345,3.379576776,1
0.693984589,3.027730856,1
5.559777815,4.355911967,1
0.098217196,3.889859555,1
1.675843007,3.286372538,1
4.574702564,4.097623293,1
3.583585749,3.822899551,1
0.671234874,5.095980611,1
0.662624961,3.017348892,1
0.778199968,0.96532409,1
0.159781348,1.841804455,1
4.688438188,6.203434292,1
2.028150245,4.420659392,1
4.236655578,1.918743447,1
-0.114688308,1.768502537,1
1.778657184,-0.836867057,2
-0.239344313,2.767827601,1
0.366990747,1.901290749,1
1.940412296,-3.90395969,2
5.695789987,4.39191264,1
2.681232386,3.571790608,1
3.849442904,2.858962153,1
0.677447519,3.019391649,1
0.157037682,1.843718035,1
-0.457909879,1.673015572,1
0.617168087,0.932162368,1
-0.354975252,0.652064458,1
5.680282903,3.364003829,1
0.121219057,-0.252712574,2
2.11528202,1.333621218,1
10.87374876,-2.475795706,2
1.828139856,-1.84748609,2
1.724037814,-3.950641325,2
-0.952957214,5.685455253,1
1.219181581,2.123252823,1
5.680282903,3.364003829,1
1.508216979,4.286819722,1
1.543607075,1.18749628,1
2.768062906,-2.621191741,2
3.991665134,1.859766267,1
1.269216836,0.062589816,2
-0.352231586,0.650150878,1
3.275918098,-0.409642634,2
2.85373515,-1.57772026,2
2.330806071,0.364676024,2
0.558227151,-0.123984593,2
0.161413024,4.952457427,1
1.962434111,-2.858055239,2
2.961862991,-2.570370582,2
3.324666552,0.637486186,2
2.376988258,0.377100746,2
0.305858727,-0.202986607,2
1.395206669,0.108246921,2
0.146590466,4.95041467,1
1.067664912,0.017950937,2
4.352405902,-2.197391585,2
1.664664745,-0.854455832,2
0.080699014,-0.26418973,2
6.153736134,1.419747974,1
3.31784798,-1.445061226,2
2.920056147,0.525944088,2
1.437426444,-4.02924151,2
2.081915531,-1.773987422,2
1.156683343,4.178371841,1
9.860355399,-0.680709121,2
2.131773388,-2.798032752,2
5.219978702,-4.035909332,2
1.646793848,-1.907777208,2
0.095092027,2.848793079,1
5.752594707,-0.766469505,2
5.178169271,0.101797741,2
4.786492932,-1.030132347,2
3.970677973,-0.219607636,2
9.890132459,1.39928642,1
0.837749419,5.139215023,1
5.450070578,-1.887096992,2
4.503846561,1.999788218,1
2.45169733,0.401848092,2
3.228577401,-3.531159755,2
1.727162983,-2.909574849,2
3.575701149,-0.328493969,2
3.968663272,6.002338395,1
3.002003613,-2.574380928,2
2.307627827,-2.762828273,2
3.257617655,1.647976042,1
1.773645605,-1.872871727,2
3.871885358,0.778912603,2
1.726606163,-1.888444674,2
0.422338017,1.900910813,1
5.712627246,-1.827990635,2
4.945510112,5.224975406,1
0.846358267,-2.116339915,2
3.156136242,-2.517988851,2
3.011646099,-2.556711215,2
3.156136242,-2.517988851,2
3.270985936,-2.49725185,2
3.814349592,-1.310230257,2
3.424737063,-3.483839829,2
7.152179664,-2.467191244,2
-0.034746637,4.905137501,1
0.766165515,6.155534152,1
5.488576936,-3.960367907,2
3.625561086,-0.325046746,2
8.145487563,-1.144337109,2
3.534102012,-4.500668071,2
3.752840308,-4.42857387,2
1.992636048,-3.8750999,2
7.596077673,-2.33389392,2
4.191078254,-3.268731558,2
0.85196605,0.982121406,1
2.702218481,-3.683022146,2
4.59568866,-3.15718946,2
1.771156673,-4.986672924,2
-0.334536006,3.767582485,1
3.648562948,-4.467618874,2
3.666986428,-4.464341472,2
3.122212933,-4.604467316,2
-0.352959486,3.764305083,1
0.518507415,4.006592634,1
0.85123815,4.096275611,1
3.727647363,-1.334132135,2
6.284309016,-2.694344301,2
3.586325763,-4.471808282,2
-0.352959486,3.764305083,1
-1.076203381,5.637884568,1
-0.633639199,4.726199724,1
2.323482959,-4.821747522,2
2.685204839,-4.733195296,2
1.899893318,5.41874981,1
1.96213474,5.451853017,1
-0.352959486,3.764305083,1
2.685204839,-4.733195296,2
0.766165515,6.155534152,1
4.610812719,7.203318354,1
2.616927155,4.580366884,1
2.219206664,4.473394131,1
3.595235096,6.93779594,1
2.610031507,-4.744489267,2
0.239714113,4.96342547,1
0.300718858,4.977892949,1
1.159126574,3.15217986,1
1.656485442,3.290159054,1
2.219206664,4.473394131,1
-0.242644799,3.790871356,1
2.044514339,-1.800804455,2
-0.989501151,5.661786446,1
1.432987714,0.107737808,2
0.31952384,6.024150407,1
8.767887591,7.33009133,1
3.245968308,-1.466920347,2
0.098217196,3.889859555,1
3.515599115,-3.452340928,2
2.504949417,-1.659167923,2
2.442528009,0.385738952,2
3.780426284,-3.396708723,2
1.040026656,3.111092099,1
1.097562422,5.20023496,1
2.230559178,-2.784074387,2
-0.69588529,4.706996367,1
3.185308439,4.737056973,1
2.640485836,-0.58333542,2
1.473685156,-0.917402714,2
0.44937141,3.982819934,1
0.04818194,5.950522562,1
0.335378972,3.965231158,1
-0.3622973,4.799827569,1
4.32726889,5.064838093,1
11.02403299,-0.360215749,1
2.641944782,3.55003538,1
7.16644964,-1.415104513,2
4.267590083,-2.226355268,2
6.901449741,-0.44801889,2
3.656239841,6.952263419,1
2.672447155,3.55726912,1
1.202697037,5.242428189,1
4.089170441,6.037922811,1
4.215370569,-2.226301259,2
3.47880385,0.679978414,2
2.845003264,3.616938599,1
0.488659013,4.004575161,1
4.342091448,5.066880851,1
-0.267105607,3.800072685,1
-0.100591062,3.843307096,1
-0.242644799,3.790871356,1
0.687467271,4.051127619,1
1.23687508,4.213191877,1
-0.275890838,3.785551197,1
-0.264361941,3.798159105,1
0.687467271,4.051127619,1
0.533329974,4.008635392,1
-0.054024786,3.857319471,1
0.696252502,4.065649107,1
0.542115205,4.023156879,1
9.755879238,6.563748596,1
-0.35021582,3.762391503,1
1.662354277,4.329311949,1
1.978367137,4.407000025,1
2.828717522,-0.547388756,2
2.032432859,-0.763368389,2
2.019496711,-0.770472951,2
6.751896558,4.683926158,1
2.654149884,-3.690385062,2
1.053142789,1.040186581,1
-0.019371496,3.857136285,1
0.688195171,0.936973414,1
2.016753045,-0.768559371,2
4.514594213,-0.082630017,2
1.986250672,-0.77579311,2
5.128693423,0.09993817,2
2.288094944,-0.694931526,2
2.133957647,-0.737423754,2
2.13426232,0.315768445,2
2.905786171,-0.526142642,2
5.801902062,0.287021693,2
2.903042505,-0.524229062,2
1.458005342,-0.922593696,2
2.028281942,-0.755951463,2
1.380936693,-0.94383981,2
1.380936693,-0.94383981,2
2.013075294,-0.759581873,2
1.829594134,2.29978456,1
1.458005342,-0.922593696,2
3.424737063,-3.483839829,2
3.215465936,-1.474154086,2
1.604818511,2.240169089,1
7.904043173,3.964319069,1
3.598275546,-0.332633493,2
3.382705793,-3.503681476,2
3.594674624,-0.333868138,2
1.842357552,3.32960695,1
3.551236104,-0.348206439,2
6.903288109,3.700839412,1
2.358564778,0.373823343,2
8.00703008,-1.181638354,2
2.116999938,2.38019104,1
4.027175679,1.862731306,1
7.89714859,3.973649574,1
1.485038735,1.159315425,1
2.573484982,-3.726765671,2
3.414065421,-3.493299512,2
1.966465643,3.36642601,1
2.817068175,-3.662285145,2
2.814324509,-3.660371565,2
2.814324509,-3.660371565,2
1.53507399,-0.901347582,2
4.783071996,-3.109377073,2
2.260336238,-0.704078845,2
1.482770823,0.121397174,2
1.720393518,0.188144288,2
1.722753094,0.184643055,2
0.950756077,1.02499357,1
2.738719044,0.480666919,2
